# Ascension client Extensions.dll opcode map (build 12344)
# Extracted from opcode name-pointer table @ file-off 0x2C4003 (anchor opcode 0x3B),
# 6-byte entries {u32 name_ptr(VA), u16 0xB8C3}, contiguous 0x1..0x80B.
# Verified vs stock 3.3.5a at 0x3B,0x3D,0x66,0x95,0xC9,0xFE,0x104,0x12A,0x1CC,0x1F4,0x2CD,0x500.

0x03B SMSG_CHAR_ENUM
0x488 CMSG_START_QUEST
0x489 CMSG_REMOVE_GLYPH
0x48A CMSG_DUMP_OBJECTS
0x48B SMSG_DUMP_OBJECTS_DATA
0x48C CMSG_DISMISS_CRITTER
0x48D SMSG_NOTIFY_DEST_LOC_SPELL_CAST
0x48E CMSG_AUCTION_LIST_PENDING_SALES
0x48F SMSG_AUCTION_LIST_PENDING_SALES
0x490 SMSG_MODIFY_COOLDOWN
0x491 SMSG_PET_UPDATE_COMBO_POINTS
0x492 CMSG_ENABLETAXI
0x493 SMSG_PRE_RESURRECT
0x494 SMSG_AURA_UPDATE_ALL
0x495 SMSG_AURA_UPDATE
0x496 CMSG_FLOOD_GRACE_CHEAT
0x497 SMSG_SERVER_FIRST_ACHIEVEMENT
0x498 SMSG_PET_LEARNED_SPELL
0x499 SMSG_PET_REMOVED_SPELL
0x49A CMSG_CHANGE_SEATS_ON_CONTROLLED_VEHICLE
0x49B CMSG_HEARTH_AND_RESURRECT
0x49C SMSG_ON_CANCEL_EXPECTED_RIDE_VEHICLE_AURA
0x49D SMSG_CRITERIA_DELETED
0x49E SMSG_ACHIEVEMENT_DELETED
0x49F CMSG_SERVER_INFO_QUERY
0x4A0 SMSG_SERVER_INFO_RESPONSE
0x4A1 CMSG_CHECK_LOGIN_CRITERIA
0x4A2 SMSG_SERVER_BUCK_DATA_START
0x4A3 CMSG_SET_BREATH
0x4A4 CMSG_QUERY_VEHICLE_STATUS
0x4A5 SMSG_BATTLEGROUND_INFO_THROTTLED
0x4A6 SMSG_PLAYER_VEHICLE_DATA
0x4A7 CMSG_PLAYER_VEHICLE_ENTER
0x4A8 CMSG_CONTROLLER_EJECT_PASSENGER
0x4A9 SMSG_PET_GUIDS
0x4AA SMSG_CLIENTCACHE_VERSION
0x4AB CMSG_CHANGE_GDF_ARENA_RATING
0x4AC CMSG_SET_ARENA_TEAM_RATING_BY_INDEX
0x4AD CMSG_SET_ARENA_TEAM_WEEKLY_GAMES
0x4AE CMSG_SET_ARENA_TEAM_SEASON_GAMES
0x4AF CMSG_SET_ARENA_MEMBER_WEEKLY_GAMES
0x4B0 CMSG_SET_ARENA_MEMBER_SEASON_GAMES
0x4B1 SMSG_ITEM_REFUND_INFO_RESPONSE
0x4B2 CMSG_ITEM_REFUND_INFO
0x4B3 CMSG_ITEM_REFUND
0x4B4 SMSG_ITEM_REFUND_RESULT
0x4B5 CMSG_CORPSE_MAP_POSITION_QUERY
0x4B6 SMSG_CORPSE_MAP_POSITION_QUERY_RESPONSE
0x4B7 CMSG_UNUSED5
0x4B8 CMSG_UNUSED6
0x4B9 CMSG_CALENDAR_EVENT_SIGNUP
0x4BA SMSG_CALENDAR_CLEAR_PENDING_ACTION
0x4BB SMSG_EQUIPMENT_SET_LIST
0x4BC CMSG_EQUIPMENT_SET_SAVE
0x4BD CMSG_UPDATE_PROJECTILE_POSITION
0x4BE SMSG_SET_PROJECTILE_POSITION
0x4BF SMSG_TALENTS_INFO
0x4C0 CMSG_LEARN_PREVIEW_TALENTS
0x4C1 CMSG_LEARN_PREVIEW_TALENTS_PET
0x4C2 CMSG_SET_ACTIVE_TALENT_GROUP_OBSOLETE
0x4C3 CMSG_GM_GRANT_ACHIEVEMENT
0x4C4 CMSG_GM_REMOVE_ACHIEVEMENT
0x4C5 CMSG_GM_SET_CRITERIA_FOR_PLAYER
0x4C6 SMSG_ARENA_UNIT_DESTROYED
0x4C7 SMSG_ARENA_TEAM_CHANGE_FAILED_QUEUED
0x4C8 CMSG_PROFILEDATA_REQUEST
0x4C9 SMSG_PROFILEDATA_RESPONSE
0x4CA CMSG_START_BATTLEFIELD_CHEAT
0x4CB CMSG_END_BATTLEFIELD_CHEAT
0x4CC SMSG_MULTIPLE_PACKETS
0x4CD SMSG_MOVE_GRAVITY_DISABLE
0x4CE CMSG_MOVE_GRAVITY_DISABLE_ACK
0x4CF SMSG_MOVE_GRAVITY_ENABLE
0x4D0 CMSG_MOVE_GRAVITY_ENABLE_ACK
0x4D1 MSG_MOVE_GRAVITY_CHNG
0x4D2 SMSG_SPLINE_MOVE_GRAVITY_DISABLE
0x4D3 SMSG_SPLINE_MOVE_GRAVITY_ENABLE
0x4D4 CMSG_EQUIPMENT_SET_USE
0x4D5 SMSG_EQUIPMENT_SET_USE_RESULT
0x4D6 CMSG_FORCE_ANIM
0x4D7 SMSG_FORCE_ANIM
0x4D8 CMSG_CHAR_FACTION_CHANGE
0x4D9 SMSG_CHAR_FACTION_CHANGE
0x4DA CMSG_PVP_QUEUE_STATS_REQUEST
0x4DB SMSG_PVP_QUEUE_STATS
0x4DC CMSG_SET_PAID_SERVICE_CHEAT
0x4DD SMSG_BATTLEFIELD_MGR_ENTRY_INVITE
0x4DE CMSG_BATTLEFIELD_MGR_ENTRY_INVITE_RESPONSE
0x4DF SMSG_BATTLEFIELD_MGR_ENTERED
0x4E0 SMSG_BATTLEFIELD_MGR_QUEUE_INVITE
0x4E1 CMSG_BATTLEFIELD_MGR_QUEUE_INVITE_RESPONSE
0x4E2 CMSG_BATTLEFIELD_MGR_QUEUE_REQUEST
0x4E3 SMSG_BATTLEFIELD_MGR_QUEUE_REQUEST_RESPONSE
0x4E4 SMSG_BATTLEFIELD_MGR_EJECT_PENDING
0x4E5 SMSG_BATTLEFIELD_MGR_EJECTED
0x4E6 CMSG_BATTLEFIELD_MGR_EXIT_REQUEST
0x4E7 SMSG_BATTLEFIELD_MGR_STATE_CHANGE
0x4E8 CMSG_BATTLEFIELD_MANAGER_ADVANCE_STATE
0x4E9 CMSG_BATTLEFIELD_MANAGER_SET_NEXT_TRANSITION_TIME
0x4EA MSG_SET_RAID_DIFFICULTY
0x4EB CMSG_TOGGLE_XP_GAIN
0x4EC SMSG_TOGGLE_XP_GAIN
0x4ED SMSG_GMRESPONSE_DB_ERROR
0x4EE SMSG_GMRESPONSE_RECEIVED
0x4EF CMSG_GMRESPONSE_RESOLVE
0x4F0 SMSG_GMRESPONSE_STATUS_UPDATE
0x4F1 SMSG_GMRESPONSE_CREATE_TICKET
0x4F2 CMSG_GMRESPONSE_CREATE_TICKET
0x4F3 CMSG_SERVERINFO
0x4F4 SMSG_SERVERINFO
0x4F5 CMSG_WORLD_STATE_UI_TIMER_UPDATE
0x4F6 SMSG_WORLD_STATE_UI_TIMER_UPDATE
0x4F7 CMSG_CHAR_RACE_CHANGE
0x4F8 MSG_VIEW_PHASE_SHIFT
0x4F9 SMSG_TALENTS_INVOLUNTARILY_RESET
0x4FA CMSG_DEBUG_SERVER_GEO
0x4FB SMSG_DEBUG_SERVER_GEO
0x4FC SMSG_LOOT_SLOT_CHANGED
0x4FD UMSG_UPDATE_GROUP_INFO
0x4FE CMSG_READY_FOR_ACCOUNT_DATA_TIMES
0x4FF CMSG_QUERY_QUESTS_COMPLETED
0x500 SMSG_QUERY_QUESTS_COMPLETED_RESPONSE
0x501 CMSG_GM_REPORT_LAG
0x502 CMSG_AFK_MONITOR_INFO_REQUEST
0x503 SMSG_AFK_MONITOR_INFO_RESPONSE
0x504 CMSG_AFK_MONITOR_INFO_CLEAR
0x505 SMSG_CORPSE_NOT_IN_INSTANCE
0x506 CMSG_GM_NUKE_CHARACTER
0x507 CMSG_SET_ALLOW_LOW_LEVEL_RAID1
0x508 CMSG_SET_ALLOW_LOW_LEVEL_RAID2
0x509 SMSG_CAMERA_SHAKE
0x50A SMSG_SOCKET_GEMS_RESULT
0x50B CMSG_SET_CHARACTER_MODEL
0x50C SMSG_REDIRECT_CLIENT
0x50D CMSG_REDIRECTION_FAILED
0x50E SMSG_SUSPEND_COMMS
0x50F CMSG_SUSPEND_COMMS_ACK
0x510 SMSG_FORCE_SEND_QUEUED_PACKETS
0x511 CMSG_REDIRECTION_AUTH_PROOF
0x512 CMSG_DROP_NEW_CONNECTION
0x513 SMSG_SEND_ALL_COMBAT_LOG
0x514 SMSG_OPEN_LFG_DUNGEON_FINDER
0x515 SMSG_MOVE_SET_COLLISION_HGT
0x516 CMSG_MOVE_SET_COLLISION_HGT_ACK
0x517 MSG_MOVE_SET_COLLISION_HGT
0x518 CMSG_CLEAR_RANDOM_BG_WIN_TIME
0x519 CMSG_CLEAR_HOLIDAY_BG_WIN_TIME
0x51A CMSG_COMMENTATOR_SKIRMISH_QUEUE_COMMAND
0x51B SMSG_COMMENTATOR_SKIRMISH_QUEUE_RESULT1
0x51C SMSG_COMMENTATOR_SKIRMISH_QUEUE_RESULT2
0x51D SMSG_MULTIPLE_MOVES
0x51E CMSG_ANTICHEAT_ALERT
0x51F CMSG_ANTICHEAT_VERSION
0x520 CMSG_MULTIPLE_MOVES_BETTER
0x521 SMSG_MULTIPLE_MOVES_BETTER
0x522 CMSG_CUSTOM_ASCENSION_POINT_SPEND_REQUEST
0x523 CMSG_CUSTOM_ASCENSION_RESURRECT_REQUEST
0x524 CMSG_GROUP_RAID_CONVERT_BACK
0x525 CMSG_FEL_COMMUTATION_CHANGE_SLOT
0x526 CMSG_CUSTOM_MYTHIC_PLUS_ACTIVATE
0x527 CMSG_CA_UNLEARN_SPELL_ALL
0x528 CMSG_DISCORD_ACTIVITY_JOIN_REQUEST
0x529 CMSG_DISCORD_USER_ID_UPDATE
0x52A CMSG_DISCORD_ACTIVITY_JOIN
0x52B CMSG_DISCORD_INITIALIZE_RESULT
0x52C CMSG_ECHO
0x52D CMSG_PGF_ENLIST_GROUP
0x52E CMSG_PGF_DELIST_GROUP
0x52F CMSG_PGF_INVITE_GROUP_APPLICANT
0x530 CMSG_PGF_DECLINE_GROUP_APPLICANT
0x531 CMSG_PGF_APPLY_TO_GROUP
0x532 CMSG_PGF_UNAPPLY_TO_GROUP
0x533 CMSG_PGF_GROUP_LIST_REQUEST
0x534 CMSG_PGF_GROUP_APPLICANT_REQUEST
0x535 CMSG_ASCENSIONGM_TICKET_LIST_REQUEST
0x536 CMSG_ASCENSIONGM_TICKET_CHAT_REQUEST
0x537 CMSG_ASCENSIONGM_TICKET_COMPLETE_REQUEST
0x538 CMSG_ASCENSION_PVP_REWARD_INFO_QUERY
0x539 CMSG_ASCENSION_CHANGE_RULESET
0x53A CMSG_TRANSMOG_APPLY
0x53B CMSG_AUTO_QUEST_SHOW_COMPLETE
0x53C CMSG_CLIENT_TIME_RESYNC
0x53D CMSG_PORT_GRAVEYARD
0x53E CMSG_GET_MAIL_LIST_FORCE
0x53F CMSG_ILLUSION_APPLY
0x540 CMSG_REQ_RELOAD_MAP
0x541 CMSG_ASCENSIONGM_TRANSACTION_LIST_REQUEST
0x542 CMSG_TRANSMOG_OUTFIT_MOD_APPEARANCES
0x543 CMSG_TRANSMOG_OUTFIT_MOD_NAME
0x544 CMSG_TRANSMOG_OUTFIT_APPLY_ID
0x545 CMSG_TRANSMOG_OUTFIT_REMOVE_ID
0x546 CMSG_TRANSMOG_OUTFIT_CREATE_ID
0x547 CMSG_INCARNATION_APPLY
0x548 CMSG_SPELL_VISUAL_APPLY
0x549 CMSG_COSMETIC_PET_APPLY
0x54A CMSG_COSMETIC_APPLY
0x54B CMSG_FRIEND_UPDATE_METADATA
0x54C CMSG_TRANSMOG_SET_SHOW_TRANSMOGRIFICATIONS
0x54D CMSG_TRANSMOG_SET_SHOW_SPELL_TRANSMOGRIFICATIONS
0x54E CMSG_TRANSMOG_SPEC_SET_UPDATE
0x54F CMSG_ASCENSION_LOG_REQUEST
0x550 CMSG_ACTIVATE_TEMPORAL_CONTRACT
0x551 CMSG_CALLBOARD_VIEW_REQUEST
0x552 SMSG_CALLBOARD_VIEW
0x553 SMSG_CALLBOARD_VIEW_RESULT
0x554 CMSG_DRAFT_START
0x555 CMSG_DRAFT_STOP
0x556 CMSG_DRAFT_ROLL
0x557 CMSG_DRAFT_SELECT
0x558 CMSG_DRAFT_SKIP
0x559 CMSG_DRAFT_RESET
0x55A CMSG_DRAFT_HAND_OF_FATE_START
0x55B CMSG_DRAFT_HAND_OF_FATE_PICK
0x55C CMSG_DRAFT_HAND_OF_FATE_SACRIFICE
0x55D CMSG_DRAFT_HAND_OF_FATE_CANCEL
0x55E SMSG_DRAFT_STATE
0x55F SMSG_DRAFT_START_RESULT
0x560 SMSG_DRAFT_STOP_RESULT
0x561 SMSG_DRAFT_ROLL_RESULT
0x562 SMSG_DRAFT_SELECT_RESULT
0x563 SMSG_DRAFT_SKIP_RESULT
0x564 SMSG_DRAFT_RESET_RESULT
0x565 SMSG_DRAFT_HAND_OF_FATE_START_RESULT
0x566 SMSG_DRAFT_HAND_OF_FATE_PICK_RESULT
0x567 SMSG_DRAFT_HAND_OF_FATE_SACRIFICE_RESULT
0x568 SMSG_DRAFT_HAND_OF_FATE_CANCEL_RESULT
0x569 SMSG_CHARACTER_LIST_INFO
0x56A SMSG_CHARACTER_ACTIVATE_RESULT
0x56B SMSG_CHARACTER_DEACTIVATE_RESULT
0x56C SMSG_CHECKPOINTS_ENABLED
0x56D SMSG_HONORABLE_COMBAT_ZONES
0x56E SMSG_PATCH_OCCLUSION_VOLUME
0x56F SMSG_PATCH_OCCLUSION_VOLUME_POINTS
0x570 SMSG_BANK_PERMISSIONS
0x571 SMSG_SET_ACTION_BUTTON_SPELL
0x572 SMSG_ITEM_USED
0x573 SMSG_ITEM_USE_FAILED
0x574 SMSG_PROCESSED_STATISTIC_QUERY
0x575 SMSG_PROCESSED_ASSET_QUERY
0x576 SMSG_CHARACTER_SELECTION_SORT_ORDER
0x577 SMSG_CHARACTER_SELECTION_MAIL
0x578 SMSG_CHARACTER_SELECTION_GAME_MODE
0x579 CMSG_CHARACTER_SELECTION_SET_SORT_ORDER
0x57A CMSG_SET_DUNGEON_DIFFICULTY_REQUEST
0x57B CMSG_RESPAWN_AT_CHECKPOINT_REQUEST
0x57C CMSG_SINGLE_ASSET_QUERY
0x57D CMSG_MULTIPLE_ASSET_QUERY
0x57E CMSG_STATISTIC_QUERY
0x57F CMSG_CHARACTER_ADVANCEMENT_LOADOUT_ACTIVATE_REQUEST
0x580 CMSG_CHARACTER_ADVANCEMENT_LOADOUT_SET_NAME_REQUEST
0x581 CMSG_CHARACTER_ADVANCEMENT_LOADOUT_SET_SORT_ORDER_REQUEST
0x582 SMSG_OVERWRITE_LFG_DATA_PAYLOAD
0x583 SMSG_AREA_POI_PAYLOAD
0x584 SMSG_MISC_PLAYER_DATA_PAYLOAD
0x585 SMSG_FELFORGED_RESET_PAYLOAD
0x586 SMSG_CHARACTER_ADVANCEMENT_LOADOUT_ACTIVE_PAYLOAD
0x587 SMSG_CHARACTER_ADVANCEMENT_LOADOUT_OWNED_PAYLOAD
0x588 CMSG_EQUIPMENTSET_SET_DST_BANK
0x589 CMSG_EQUIPMENTSET_ITEM_PLACE_IN_BANK
0x58A CMSG_EXTENSION_INITIALIZED
0x58B CMSG_CREATE_BUG_REPORT
0x58C SMSG_LOYALTY_PASS_UPDATE
0x58D CMSG_LOYALTY_PASS_REDEEM
0x58E SMSG_CREATE_BUG_REPORT_ERROR
0x58F SMSG_CREATE_BUG_REPORT_SUCCESS
0x590 SMSG_PATCH_CREATURE
0x591 SMSG_PATCH_DUNGEON_ENCOUNTER_EXTRA
0x592 SMSG_PATCH_ITEM_ADDON
0x593 SMSG_PATCH_ITEM_DISPLAY_INFO_COLLECTIONS
0x594 SMSG_PATCH_MYSTIC_ENCHANT
0x595 SMSG_PATCH_MYTHIC_AFFIXES
0x596 SMSG_PATCH_MYTHIC_KEYSTONE
0x597 SMSG_PATCH_MYTHIC_PLUS_SCALING
0x598 SMSG_PATCH_QUEST
0x599 SMSG_PATCH_SPELL_CHARGES
0x59A SMSG_PATCH_SPELL_CHARGES_CATEGORY
0x59B SMSG_PATCH_TIMED_DUNGEON
0x59C SMSG_PATCH_VANITY_COLLECTION
0x59D SMSG_PATCH_SPELL_AFFECT
0x59E SMSG_UPDATE_OBJECT_ADDON
0x59F SMSG_PATCH_LFG_ACTIVITIES
0x5A0 SMSG_PATCH_LFG_ACTIVITY_CATEGORIES
0x5A1 SMSG_PATCH_LFG_ACTIVITY_GROUP_TYPE
0x5A2 CMSG_GROUP_FINDER_CREATE_LISTING
0x5A3 CMSG_GROUP_FINDER_UPDATE_LISTING
0x5A4 CMSG_GROUP_FINDER_REMOVE_LISTING
0x5A5 CMSG_GROUP_FINDER_QUERY_LISTINGS
0x5A6 SMSG_GROUP_FINDER_CREATE_LISTING_RESPONSE
0x5A7 SMSG_GROUP_FINDER_UPDATE_LISTING_RESPONSE
0x5A8 SMSG_GROUP_FINDER_REMOVE_LISTING_RESPONSE
0x5A9 SMSG_GROUP_FINDER_QUERY_LISTINGS_RESPONSE
0x5AA CMSG_SUGGESTED_GROUP_INVITE
0x5AB SMSG_SUGGESTED_GROUP_INVITE
0x5AC CMSG_REQUEST_GROUP_INVITE
0x5AD SMSG_REQUEST_GROUP_INVITE
0x5AE SMSG_BATTLEGROUND_COUNTDOWN_UPDATE
0x5AF CMSG_RESET_INSTANCE
0x5B0 SMSG_UPDATE_CONFIGS
0x5B1 SMSG_CREATURE_QUERY_RESPONSE_BULK
0x5B2 SMSG_ITEM_QUERY_RESPONSE_BULK
0x5B3 SMSG_QUEST_QUERY_RESPONSE_BULK
0x5B4 SMSG_PATCH_CHALLENGE
0x5B5 CMSG_REQUEST_START_CHALLENGE
0x5B6 SMSG_REQUEST_START_CHALLENGE_RESPONSE
0x5B7 CMSG_REQUEST_STOP_CHALLENGE
0x5B8 SMSG_REQUEST_STOP_CHALLENGE_RESPONSE
0x5B9 SMSG_LIST_ACTIVE_CHALLENGES
0x5BA SMSG_LIST_COMPLETED_CHALLENGES
0x5BB SMSG_COMPLETED_CHALLENGE
0x5BC SMSG_LIST_CHALLENGE_CRITERIA
0x5BD SMSG_UPDATE_CHALLENGE_CRITERIA
0x5BE SMSG_CHALLENGE_SYNC_REQUEST
0x5BF CMSG_CHALLENGE_SYNC_RESPONSE
0x5C0 SMSG_GROUP_FINDER_REQUEST_GROUP_INVITE
0x5C1 CMSG_GROUP_FINDER_REQUEST_GROUP_INVITE
0x5C2 SMSG_PATCH_ITEM_STAT
0x5C3 CMSG_CHALLENGE_QUERY_FAILURE
0x5C4 SMSG_CHALLENGE_QUERY_FAILURE_RESPONSE
0x5C5 SMSG_CHALLENGE_FAILURE
0x5C6 CMSG_TOGGLE_GAME_MODE
0x5C7 SMSG_TOGGLE_GAME_MODE_RESULT
0x5C8 SMSG_CHALLENGE_ACTIVE_UPDATE
0x5C9 CMSG_CHALLENGE_CREATOR_SAVE_CHALLENGE
0x5CA SMSG_CHALLENGE_CREATOR_SAVE_CHALLENGE_RESULT
0x5CB CMSG_CHALLENGE_CREATOR_DELETE_CHALLENGE
0x5CC SMSG_CHALLENGE_CREATOR_DELETE_CHALLENGE_RESULT
0x5CD CMSG_CHALLENGE_CREATOR_QUERY_CHALLENGES
0x5CE SMSG_CHALLENGE_CREATOR_QUERY_CHALLENGES_RESULT
0x5CF CMSG_CHALLENGE_CREATOR_ACTIVATE_CHALLENGE
0x5D0 SMSG_CHALLENGE_CREATOR_ACTIVATE_CHALLENGE_RESULT
0x5D1 CMSG_CHALLENGE_CREATOR_DEACTIVATE_CHALLENGE
0x5D2 SMSG_CHALLENGE_CREATOR_DEACTIVATE_CHALLENGE_RESULT
0x5D3 SMSG_CHALLENGE_CREATOR_ACTIVE_CHALLENGE_UPDATE
0x5D4 SMSG_PATCH_CHALLENGE_CONDITION
0x5D5 SMSG_PATCH_CHALLENGE_FEATURED
0x5D6 SMSG_PATCH_CHALLENGE_GROUP_REWARD
0x5D7 SMSG_PATCH_CHALLENGE_GROUP
0x5D8 SMSG_PATCH_CHALLENGE_REQUIREMENT
0x5D9 SMSG_PATCH_CHALLENGE_REWARD
0x5DA SMSG_PATCH_CHALLENGE_RULE
0x5DB SMSG_PATCH_CHALLENGE_SPELL
0x5DC SMSG_LIST_BROKEN_CHALLENGE_RULES
0x5DD SMSG_UPDATE_BROKEN_CHALLENGE_RULE
0x5DE SMSG_PATCH_CHALLENGE_REQUIREMENT_TYPE
0x5DF SMSG_PATCH_CHALLENGE_RULE_TYPE
0x5E0 SMSG_PATCH_CHALLENGE_CONDITION_TYPE
0x5E1 CMSG_CHALLENGE_CREATOR_RATE_CHALLENGE
0x5E2 SMSG_UPDATE_GM_STATUS
0x5E3 CMSG_BATTLEMASTER_JOIN_ARENA_WITH_ROLE
0x5E4 CMSG_BUILD_CREATOR_ACTIVATE_BUILD
0x5E5 SMSG_BUILD_CREATOR_ACTIVATE_BUILD_RESULT
0x5E6 CMSG_BUILD_CREATOR_DEACTIVATE_BUILD
0x5E7 SMSG_BUILD_CREATOR_DEACTIVATE_BUILD_RESULT
0x5E8 CMSG_CHALLENGE_QUERY_COMPLETION
0x5E9 SMSG_CHALLENGE_QUERY_COMPLETION_RESPONSE
0x5EA SMSG_CHALLENGE_COMPLETION
0x5EB CMSG_CHALLENGE_CREATOR_QUERY_COMPLETION
0x5EC SMSG_CHALLENGE_CREATOR_QUERY_COMPLETION_RESPONSE
0x5ED SMSG_CHALLENGE_CREATOR_COMPLETION
0x5EE SMSG_UPDATE_SPECIALIZATION_FLAGS
0x5EF CMSG_TRANSMOG_COMPONENT_APPLY
0x5F0 SMSG_TRANSMOG_COMPONENT_UPDATE
0x5F1 SMSG_TRANSMOG_COMPONENT_SUCCESS
0x5F2 CMSG_RECOVERY_QUERY_DISENCHANTED_ITEM
0x5F3 SMSG_RECOVERY_QUERY_DISENCHANTED_ITEM_RESPONSE
0x5F4 CMSG_RECOVER_DISENCHANTED_ITEM
0x5F5 SMSG_RECOVER_DISENCHANTED_ITEM_RESULT
0x5F6 CMSG_RECOVERY_QUERY_DELETED_CHARACTER
0x5F7 SMSG_RECOVERY_QUERY_DELETED_CHARACTER_RESPONSE
0x5F8 CMSG_RECOVER_DELETED_CHARACTER
0x5F9 SMSG_RECOVER_DELETED_CHARACTER_RESULT
0x5FA CMSG_RECOVERY_QUERY_VENDORED_ITEM
0x5FB SMSG_RECOVERY_QUERY_VENDORED_ITEM_RESPONSE
0x5FC CMSG_RECOVER_VENDORED_ITEM
0x5FD SMSG_RECOVER_VENDORED_ITEM_RESULT
0x5FE CMSG_RECOVERY_QUERY_DELETED_ITEM
0x5FF SMSG_RECOVERY_QUERY_DELETED_ITEM_RESPONSE
0x600 CMSG_RECOVER_DELETED_ITEM
0x601 SMSG_RECOVER_DELETED_ITEM_RESULT
0x602 CMSG_RECOVERY_QUERY_MYTHIC_RECYCLING
0x603 SMSG_RECOVERY_QUERY_MYTHIC_RECYCLING_RESPONSE
0x604 CMSG_RECOVER_MYTHIC_RECYCLING
0x605 SMSG_RECOVER_MYTHIC_RECYCLING_RESULT
0x606 CMSG_TAXI_REQUEST_EARLY_LANDING
0x607 SMSG_PATCH_CHR_SPECS
0x608 SMSG_PATCH_SPELL_CUSTOM_ATTR
0x609 SMSG_REALM_MERGE_SEND_TARGET_REALM
0x60A CMSG_REALM_MERGE_SET_TARGET_REALM
0x60B SMSG_REALM_MERGE_SET_TARGET_REALM_RESULT
0x60C SMSG_PATCH_LOADING_SCREENS
0x60D SMSG_UPDATE_KNOWN_RANDOM_ENCHANTS
0x60E SMSG_ADD_KNOWN_RANDOM_ENCHANT
0x60F SMSG_REMOVE_KNOWN_RANDOM_ENCHANT
0x610 SMSG_UPDATE_RANDOM_ENCHANT_DATA
0x611 SMSG_UPDATE_RANDOM_ENCHANT_SLOTS
0x612 SMSG_UPDATE_RANDOM_ENCHANT_SLOT
0x613 SMSG_UPDATE_RANDOM_ENCHANT_PRESET_DATA
0x614 SMSG_UPDATE_ACTIVE_RANDOM_ENCHANT_PRESET
0x615 SMSG_SAVE_RANDOM_ENCHANT_PRESET_RESULT
0x616 CMSG_REFORGE_RANDOM_ENCHANT_ITEM
0x617 SMSG_REFORGE_RANDOM_ENCHANT_RESULT
0x618 CMSG_COLLECTION_REFORGE_RANDOM_ENCHANT_ITEM
0x619 SMSG_COLLECTION_REFORGE_RANDOM_ENCHANT_RESULT
0x61A CMSG_DISENCHANT_RANDOM_ENCHANT_ITEM
0x61B CMSG_DISENCHANT_RANDOM_ENCHANT_SLOT
0x61C SMSG_DISENCHANT_RANDOM_ENCHANT_RESULT
0x61D CMSG_APPLY_RANDOM_ENCHANT_ITEM
0x61E SMSG_APPLY_RANDOM_ENCHANT_RESULT
0x61F CMSG_SET_ACTIVE_RANDOM_ENCHANT_PRESET
0x620 SMSG_SET_ACTIVE_RANDOM_ENCHANT_PRESET_RESULT
0x621 CMSG_REFORGE_RANDOM_ENCHANT_SLOT
0x622 CMSG_COLLECTION_REFORGE_RANDOM_ENCHANT_SLOT
0x623 CMSG_APPLY_RANDOM_ENCHANT_SLOT
0x624 CMSG_PURCHASE_MYSTIC_SCROLL
0x625 SMSG_PURCHASE_MYSTIC_SCROLL_RESULT
0x626 CMSG_INSPECT_RANDOM_ENCHANTS
0x627 SMSG_INSPECT_RANDOM_ENCHANTS_RESULT
0x628 CMSG_UNLOCK_RANDOM_ENCHANT_PRESET
0x629 SMSG_UNLOCK_RANDOM_ENCHANT_PRESET_RESULT
0x62A CMSG_DESTROY_RANDOM_ENCHANT_SLOT
0x62B SMSG_DESTROY_RANDOM_ENCHANT_SLOT_RESULT
0x62C SMSG_UPDATE_RANDOM_ENCHANT_PROGRESS
0x62D CMSG_CREATURE_QUERY_BULK
0x62E CMSG_ITEM_QUERY_BULK
0x62F CMSG_QUEST_QUERY_BULK
0x630 CMSG_WILDCARD_UNLEARN_ABILITY
0x631 SMSG_WILDCARD_UNLEARN_ABILITY_RESULT
0x632 CMSG_RESET_DUNGEONS
0x633 CMSG_RESET_RAIDS
0x634 SMSG_WILDCARD_ENTRY_LEARNED
0x635 CMSG_SET_SKILL_CARD
0x636 SMSG_SET_SKILL_CARD_RESULT
0x637 SMSG_UPDATE_SKILL_CARDS
0x638 SMSG_UPDATE_SKILL_CARD
0x639 CMSG_BUILD_CREATOR_CREATE_BUILD
0x63A SMSG_BUILD_CREATOR_CREATE_BUILD_RESULT
0x63B CMSG_BUILD_CREATOR_SAVE_BUILD
0x63C SMSG_BUILD_CREATOR_SAVE_BUILD_RESULT
0x63D CMSG_BUILD_CREATOR_RATE_BUILD
0x63E SMSG_BUILD_CREATOR_RATE_BUILD_RESULT
0x63F CMSG_BUILD_CREATOR_DELETE_BUILD
0x640 SMSG_BUILD_CREATOR_DELETE_BUILD_RESULT
0x641 CMSG_BUILD_CREATOR_REQUEST_BUILD_DATAS
0x642 SMSG_BUILD_CREATOR_REQUEST_BUILD_DATAS_RESULT
0x643 CMSG_BUILD_CREATOR_REQUEST_BUILD_DATA
0x644 SMSG_BUILD_CREATOR_REQUEST_BUILD_DATA_RESULT
0x645 SMSG_BUILD_CREATOR_ACTIVE_BUILD
0x646 SMSG_BUILD_CREATOR_ACTIVE_BUILDS
0x647 SMSG_BUILD_CREATOR_OWNED_BUILDS
0x648 SMSG_BUILD_CREATOR_UPVOTED_BUILDS
0x649 SMSG_BUILD_DRAFT_UPDATE_DRAFTABLES
0x64A SMSG_BUILD_DRAFT_UPDATE_DRAFTABLE
0x64B SMSG_BUILD_DRAFT_UPDATE_DRAFTED
0x64C SMSG_BUILD_DRAFT_ROLE_PROMPT
0x64D CMSG_BUILD_DRAFT_SELECT_ROLE
0x64E SMSG_BUILD_DRAFT_SELECT_ROLE_RESULT
